SAMEA2591108	Illumina-HiSeq-2000	ERR315862	157929848	31403376810	WGS	TARA_A100001015	408172	TARA_030	2009-12-15T13:30Z	33.9179	32.898	5	20.460612	39.425208	-0.447961	207.738375	0.01585	0.22
SAMEA2591108	Illumina-HiSeq-2000	ERR315862	157929848	31403376810	WGS	TARA_A100001015	408172	TARA_030	2009-12-15T13:30Z	33.9179	32.898	5	20.460612	39.425208	-0.447961	207.738375	0.01585	0.22
SAMEA2591108	Illumina-HiSeq-2000	ERR315862	157929848	31403376810	WGS	TARA_A100001015	408172	TARA_030	2009-12-15T13:30Z	33.9179	32.898	5	20.460612	39.425208	-0.447961	207.738375	0.01585	0.22
SAMEA2591108	Illumina-HiSeq-2000	ERR315863	81462943	16030047281	WGS	TARA_A100001015	408172	TARA_030	2009-12-15T13:30Z	33.9179	32.898	5	20.460612	39.425208	-0.447961	207.738375	0.01585	0.22
SAMEA2591108	Illumina-HiSeq-2000	ERR315863	81462943	16030047281	WGS	TARA_A100001015	408172	TARA_030	2009-12-15T13:30Z	33.9179	32.898	5	20.460612	39.425208	-0.447961	207.738375	0.01585	0.22
SAMEA2591108	Illumina-HiSeq-2000	ERR315863	81462943	16030047281	WGS	TARA_A100001015	408172	TARA_030	2009-12-15T13:30Z	33.9179	32.898	5	20.460612	39.425208	-0.447961	207.738375	0.01585	0.22
SAMEA2619802	Illumina-HiSeq-2000	ERR598969	34486935	6374838210	WGS	TARA_A100001403	408172	TARA_031	2010-01-09T11:20	27.16	27.1433	5	25.0621	39.981867	-0.137284	188.763583	0.048898	0.22
SAMEA2619802	Illumina-HiSeq-2000	ERR598969	34486935	6374838210	WGS	TARA_A100001403	408172	TARA_031	2010-01-09T11:20	27.16	27.1433	5	25.0621	39.981867	-0.137284	188.763583	0.048898	0.22
SAMEA2619802	Illumina-HiSeq-2000	ERR599106	166388827	32466206982	WGS	TARA_A100001403	408172	TARA_031	2010-01-09T11:20	27.16	27.1433	5	25.0621	39.981867	-0.137284	188.763583	0.048898	0.22
SAMEA2619802	Illumina-HiSeq-2000	ERR599106	166388827	32466206982	WGS	TARA_A100001403	408172	TARA_031	2010-01-09T11:20	27.16	27.1433	5	25.0621	39.981867	-0.137284	188.763583	0.048898	0.22
