SAMEA4396424	Illumina	HiSeq	2000	ERR3589591	198840961	39694685837	TARA_B110000003	408172	TARA_155	TARA_155_SRF_0.22-3	2013-05-24T08:30:00	54.5745	-16.8264	5	11.09541	35.325105	4.348292	270.945625	0.22
SAMEA4396424	Illumina	HiSeq	2500	ERR6090701	596084	299234168	TARA_B110000003	408172	TARA_155	TARA_155_SRF_0.22-3	2013-05-24T08:30:00	54.5745	-16.8264	5	11.09541	35.325105	4.348292	270.945625	0.22
SAMEA4396424	Illumina	HiSeq	2500	ERR6090702	470741	236311982	TARA_B110000003	408172	TARA_155	TARA_155_SRF_0.22-3	2013-05-24T08:30:00	54.5745	-16.8264	5	11.09541	35.325105	4.348292	270.945625	0.22
SAMEA4396538	Illumina	HiSeq	2000	ERR3589592	201466306	40261124417	TARA_B110001450	408172	TARA_158	TARA_158_SRF_0.22-3	2013-06-03T10:12:00	67.1385	0.2443	5	8.48667	35.14372	5.21995	311.9179	0.22
SAMEA4396538	Illumina	HiSeq	2500	ERR6090703	611354	306899708	TARA_B110001450	408172	TARA_158	TARA_158_SRF_0.22-3	2013-06-03T10:12:00	67.1385	0.2443	5	8.48667	35.14372	5.21995	311.9179	0.22
SAMEA4397034	Illumina	HiSeq	2500	ERR3589586	162494527	32426126467	TARA_B110001469	408172	TARA_163	TARA_163_SRF_0.22-3	2013-06-09T11:26:00	76.1663	1.8689	5	1.901825	34.888288	4.72754	363.047375	0.22
SAMEA4397034	Illumina	HiSeq	2500	ERR6090704	560317	281279134	TARA_B110001469	408172	TARA_163	TARA_163_SRF_0.22-3	2013-06-09T11:26:00	76.1663	1.8689	5	1.901825	34.888288	4.72754	363.047375	0.22
SAMEA4397101	Illumina	HiSeq	2500	ERR3589588	140658259	28197311111	TARA_B110000027	408172	TARA_168	TARA_168_SRF_0.22-3	2013-07-01T08:46:00	72.6601	44.1569	5	7.53177	34.92306	-4.721995	298.8549	0.22
SAMEA4397101	Illumina	HiSeq	2500	ERR6090705	678312	340512624	TARA_B110000027	408172	TARA_168	TARA_168_SRF_0.22-3	2013-07-01T08:46:00	72.6601	44.1569	5	7.53177	34.92306	-4.721995	298.8549	0.22
SAMEA4397239	Illumina	HiSeq	2000	ERR3589566	171060937	34267378971	TARA_B110000090	408172	TARA_173	TARA_173_SRF_0.22-3	2013-07-08T07:55:00	78.9222	79.2246	5	-0.083125	33.595737	2.40637	383.163125	0.22
SAMEA4397239	Illumina	HiSeq	2500	ERR6090706	783167	393149834	TARA_B110000090	408172	TARA_173	TARA_173_SRF_0.22-3	2013-07-08T07:55:00	78.9222	79.2246	5	-0.083125	33.595737	2.40637	383.163125	0.22
SAMEA4397311	Illumina	HiSeq	2000	ERR3589577	175787252	35209039491	TARA_B110000114	408172	TARA_175	TARA_175_SRF_0.22-3	2013-07-10T08:20:00	79.2023	66.5078	5	1.421805	34.2633	2.060443	368.906875	0.22
SAMEA4397311	Illumina	HiSeq	2500	ERR6090707	559749	280993998	TARA_B110000114	408172	TARA_175	TARA_175_SRF_0.22-3	2013-07-10T08:20:00	79.2023	66.5078	5	1.421805	34.2633	2.060443	368.906875	0.22
SAMEA4397426	Illumina	HiSeq	2500	ERR3589590	168255869	33609152684	TARA_B110000208	408172	TARA_178	TARA_178_SRF_0.22-3	2013-07-15T06:04:00	77.3025	73.2438	5	1.243225	34.056675	99999	348.536	0.22
